SMILES,melting_point,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
OC1=C(Cl)C=CC(Br)=C1,57,1,1,0,0,2.8081,40.8168,205.913,15.8395,84,10,42,46,4.08333,2.02778
COC1=CC(C)=CC=C1S(Cl)(=O)=O,87,3,0,2,0.153846,1.93112,50.7698,219.996,9.99982,232,18,64,72,6.39583,2.86111
O=C(NC1=CC2=NN(N=C2C=C1)C1CCCCC1)C1=CC=CC=C1,212,4,1,3,0.111111,4.1888,94.0452,320.164,7.27645,1475,35,128,150,5.77778,5.25
OC1=CC=C2C=CC=CC2=C1N=O,109.5,3,1,1,0.0714286,2.9433,51.0678,173.048,8.65238,224,20,66,78,4.19444,3
CC(=O)OC1CCCC2=C(C)C=CC(C)=C12,52,2,0,1,0.0588235,3.24394,63.361,218.131,6.41561,405,25,82,96,6.16667,3.52778
COC1=CC=C(O)C=C1C(C)(C)C,48,2,1,1,0.0769231,2.6983,53.3588,180.115,6.21086,230,18,64,72,6.39583,2.86111
CC(=O)NC1=CC(=CC=C1)N=NC1=CC=CC(NC(C)=O)=C1,272,4,2,4,0.173913,4.0188,85.6674,296.127,7.79282,1237,27,106,116,7.66667,4.91667
FC1=C(Cl)C=C(C=C1)C#N,70,1,0,0,0,2.35078,36.125,154.994,11.9226,117,12,46,51,4.33333,2.36111
NC(CSCC(O)=O)C(O)=O,206,4,3,5,0.5,-0.7839,40.572,179.025,8.95126,186,10,44,44,6.08333,2.61111
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,6.1,6,0,7,0.388889,3.2711,71.2614,291.033,9.09478,661,24,84,93,7.64583,4.23611
COC1=NC(NC(C)C)=NC(NC(C)C)=N1,91.5,6,2,5,0.3125,1.5208,63.8964,225.159,6.43311,458,19,74,80,7.05556,3.66667
CCCCCC#CC,-61.6,0,0,3,0.428571,2.59,37.592,110.11,5.00498,84,5,26,24,3.5,2.25
CC1=CC(=O)NC=C1,130,1,1,0,0,0.68332,31.7997,109.053,7.27018,61,7,36,38,3.22222,1.83333
CCC(CC)CO,-15,1,1,3,0.5,1.4149,31.1578,102.104,4.86212,48,6,24,24,3.86111,2
BrN1C(=O)C2=CC=CC=C2C1=O,206,2,0,0,0,1.5925,45.869,224.943,14.0589,172,19,64,78,4.55556,2.63889
O=C(C1=CC=CO1)C1=NN2C(S1)=NC(=O)C1=C2C=CC=C1,325,7,0,2,0.0833333,2.1282,76.7805,297.021,10.6079,886,34,118,144,5.63889,4.5
[O-][N+](=O)C1=CC(=CC=C1C(Cl)C(Cl)C1=CC=C(C=C1)C(Cl)C(Cl)C1=C(C=C(C=C1)C#N)[N+]([O-])=O)C#N,278,6,0,8,0.210526,7.76636,136.441,561.977,11.2395,4502,63,184,218,14.5556,8.11111
C1CNC2=CC=CC=C2CN1,98,2,2,0,0,1.2017,46.6384,148.1,6.43913,142,16,54,61,2.47222,2.52778
CC1=CC=C(C=C1)S(C)(=O)=O,88,2,0,1,0.0909091,1.39852,44.2888,170.04,8.09715,152,13,54,59,5.28472,2.33333
CC[C@@]1(O)CC[C@@]2(C)[C@@H](CCC3C4CCC5(OCCO5)[C@@]4(C)CCC23)C1,127,3,1,1,0.0333333,4.9133,101.603,362.282,5.66066,1479,57,160,206,8.19444,5.36806
CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C,263,1,0,0,0,8.457,129.744,426.386,5.26403,2230,77,194,251,12.6806,6.09028
ClC1=CC=C2NC(=O)CN3CCOC3(C3=CC=CC=C3Cl)C2=C1,203,3,1,1,0.0384615,3.4788,89.8387,348.043,9.40657,970,46,130,161,6.84028,4.93056
C[C@H]1CC11C(OC(C)=O)C(=O)C2=C([C@H](OC(C)=O)[C@@H](O)C3C(=C)[C@H](C)CC[C@]23C)C1=O,233,7,1,2,0.0588235,2.3075,109.504,430.199,7.05245,2164,67,180,231,13.8194,6.5
CC(C)(C)C1=CC(=C(N)C(=C1)C(C)(C)C)C(C)(C)C,145.5,1,1,0,0,5.1613,86.9544,261.246,5.22491,620,31,102,117,11.1319,3.72222
CC1=CC=CC2=C1CC2=O,56,1,0,0,0,1.73382,39.2135,132.058,7.33653,109,12,54,65,3.44444,2.16667
OCC1=CC(O)=C(I)C=C1,148,2,2,1,0.1,1.4891,46.7466,249.949,14.7029,117,12,46,51,4.33333,2.36111
ClC1=CC2=C(C=C1Cl)C(=O)C2=O,183,2,0,0,0,1.7426,48.88,199.943,14.2817,182,17,66,81,5.16667,2.55556
CC1C(=O)CCCC1=O,206,2,0,0,0,0.9446,33.029,126.068,6.63516,82,11,42,47,4.08333,2.05556
CSCCC(N)C(O)=O,281,3,2,4,0.5,0.1514,38.6102,149.051,7.45255,102,8,34,34,4.97222,2.27778
CN(C)C(Cl)=S,42.5,1,0,0,0,1.0717,32.138,122.991,10.2492,29,4,22,21,4.22222,1.44444
ClS(=O)(=O)C1=CC=C(C=C1)C1=CN=CO1,101,4,0,2,0.125,2.2691,54.9778,242.976,11.5703,379,19,78,89,5.39583,3.19444
CCCCC(CO)(CO)CCCC,40,2,2,8,0.666667,2.3378,55.6546,188.178,5.08588,268,16,52,56,6.0625,3.5
CCOC(=O)C(CC)C1=CC=C(C)C=C1,130,2,0,4,0.266667,3.05172,60.844,206.131,6.24638,382,20,68,76,6.19444,3.63889
OC(=O)C1=C(F)C(=CC=C1)C(F)(F)F,127,1,1,1,0.0714286,2.5427,38.3613,208.015,11.5564,281,21,70,80,7.25694,3
CC(C)=C1C2CCC1C1=CC=CC=C21,90,0,0,0,0,3.9976,59.532,184.125,6.13751,263,21,80,100,4.16667,3
CC(CC1CCCCC1)C1CCCCC1,-22,0,0,3,0.1875,5.1732,66.931,208.219,4.8423,394,18,72,80,4.08333,3.44444
CC1=CC(C)=C(N)C(=C1)C(O)C1=CC=CC=C1,125,2,2,2,0.111111,2.96734,70.8322,227.131,6.68032,500,26,86,100,6.41667,3.77778
CC1=CC(O)=C(C)C(C)=C1C,85.3,1,1,0,0,2.62588,47.0548,150.104,6.00418,140,17,54,63,5.80556,2.44444
CS(=O)(=O)C1=CC=C(CC(O)=O)C=C1,136,3,1,3,0.214286,0.7172,50.8916,214.03,8.91792,325,17,68,74,6.64583,3
CC(C)OC(=O)C1(CC1)S(=O)(=O)C1=CC=C(Cl)C=C1,89.8,4,0,4,0.2,2.5979,71.8308,302.038,8.88347,683,32,102,124,8.31944,4.0625
CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=C(C)C=C2)=C(O)C2=CC=CC=C12,280,5,2,2,0.0666667,2.47002,104.69,359.127,8.16198,1753,48,148,180,8.97222,5.83333
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,47.5,7,0,7,0.291667,0.7902,82.3035,337.116,7.83991,1554,32,110,121,10.2778,5.58333
COC1=CC=C2[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3C)=C(OC)C=C4,193,4,0,2,0.0740741,2.4245,87.002,311.152,7.07164,940,53,140,183,6.5625,4.95833
OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C1=CC=CC=C1,164,2,2,4,0.190476,4.0123,94.0636,493.888,15.434,816,30,100,115,7.77778,4.44444
CCCC(O)C(CC)CO,-40,2,2,5,0.555556,1.1659,41.7816,146.131,5.21895,130,11,38,40,5.22222,2.69444
CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,105.5,2,0,3,0.136364,3.0234,83.797,266.178,6.33758,776,29,102,118,5.05556,4.5
CC(=O)N1C=C(C)C2=C1C=CC=C2,65,2,0,0,0,2.60982,52.9755,173.084,7.21184,223,19,68,81,4.80556,2.86111
OC1=NC=C(Cl)C=C1,164,2,1,0,0,1.4406,30.9118,128.998,10.7498,62,7,36,38,3.22222,1.83333
CC1=CC=CC=C1NC(=O)C1=NC=C(N=C1)C(C)(C)C,81,3,1,2,0.0952381,3.33482,79.8642,269.153,6.90135,885,29,102,116,7.86806,4.30556
OC1=CC(O)=C(C(O)=C1)[N+]([O-])=O,189,5,3,1,0.0833333,0.7116,38.0908,171.017,10.0598,184,17,58,66,6.05556,2.66667
CCOC1C(=O)NC2=C(C(C3=CC=C(Br)C=C3)C3=C(O2)C2=C(OC3=O)C=CC=C2)C1=O,196,6,1,3,0.0857143,3.3954,114.687,481.016,10.2344,2306,61,174,215,9.69444,6.72222
OCCN(CCO)CCC1=CC=C(CSC2=CC=CC=C2)C=C1,80,4,2,10,0.416667,2.808,96.7606,331.161,6.89918,1516,28,106,116,6.69444,5.5
COC(=O)C(C(=O)OC)=C1SC2=C(N1C1=CC=CC=C1)C(=O)C1=CC=CC=C1C2=O,239,8,0,3,0.0909091,3.0882,109.699,421.062,9.35693,2098,57,162,200,10.3333,6.75
OC(=O)CC1=C(F)C=C(C=C1)C(F)(F)F,79.5,1,1,2,0.133333,2.4716,42.7418,222.03,10.5729,376,20,74,82,7.50694,3.19444
CCCCCCCCCCCCCCCCC(=O)OC,30,2,0,15,0.789474,6.0308,86.945,284.272,5.07628,1298,18,76,75,7.11111,5.16667
CN(C)C(=O)OC1=CC(C)=NN1C1=CC=CC=C1,50,4,0,2,0.105263,2.24112,68.012,245.116,7.42777,610,24,90,103,6.66667,4
OC(C(O)=O)C1=C(F)C=CC=C1F,143.5,2,2,2,0.153846,1.0828,38.9536,188.029,9.89624,232,19,62,71,6.30556,2.94444
NCP(O)(O)=O,300,2,3,1,0.2,-0.9197,21.0985,111.009,9.25071,28,3,24,22,4.3125,1.375
CNC(=O)OC1=CC(C)=C(N(CC=C)CC=C)C(C)=C1,67,3,1,6,0.3,3.20004,83.6067,274.168,6.52781,848,29,92,104,8.66667,4.83333
CCCC1CCCCN1,-2,1,1,2,0.222222,1.9286,40.5497,127.136,4.88985,94,8,38,40,2.86111,2.25
CC(C)COC=O,-95.8,2,0,3,0.5,0.8154,26.854,102.068,6.004,52,4,24,22,3.86111,1.83333
COC1=C(OC)C=C(C(=C1)C(=O)C1=CC=C(C)C=C1)[N+]([O-])=O,110,5,0,5,0.217391,3.15142,80.8119,301.095,8.1377,1023,36,110,129,8.88889,5.05556
FC1=C2C=CC=CC2=CC=C1,-4,0,0,0,0,2.9789,43.906,146.053,8.11407,140,15,56,65,3.08333,2.47222
C\C=C\C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,118,5,0,2,0.0740741,2.3461,86.25,332.162,6.92005,1150,53,144,188,9.10417,5.02778
OC(=O)C1=NC(Cl)=CC=C1Cl,151,2,1,1,0.0909091,2.0866,41.2163,190.954,13.6396,148,14,52,58,5.19444,2.47222
CC(=O)NC1=CC=C(Br)C=C1F,156,1,1,1,0.0833333,2.5466,48.4037,230.97,12.1563,202,14,56,61,5.44444,2.69444
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,124.3,3,1,4,0.210526,3.1672,70.2443,260.051,8.66836,653,25,90,104,6.66667,4.02778
NC1=CC=C(I)C=C1,67.5,1,1,0,0,1.8734,43.5714,218.954,15.6396,62,7,36,38,3.22222,1.83333
CCCCCC(C)=O,-35,1,0,4,0.571429,2.1557,34.823,114.104,5.18657,79,5,28,26,4.11111,2.08333
OC1=CC=NC2=C1C=CC=C2C(F)(F)F,172,2,1,0,0,2.9592,48.4098,213.04,10.1448,326,24,80,94,6.00694,3.16667
OCC1OC(CC1O)N1C=C(I)C(=O)NC1=O,263,6,3,2,0.111111,-1.2181,65.6593,353.971,12.6418,505,26,88,104,7.02778,3.77778
COC1=C(OC)C=C(C(=C1)C(=O)C1=CC=CC(C)=C1)[N+]([O-])=O,121,5,0,5,0.217391,3.15142,80.8119,301.095,8.1377,1008,36,110,129,8.88889,5.05556
O=C1NN(C(=O)C1=C(C#N)C#N)C1=CC=CC=C1,289,4,1,1,0.0526316,0.40816,60.3227,238.049,9.91871,587,28,90,107,6.66667,4.22222
CC1=CC=C(Br)C=C1O,79,1,1,0,0,2.46312,40.5438,185.968,11.623,84,10,42,46,4.08333,2.02778
COC1=CC2=C(C=C1)C(OC(C)=O)=C(OC)C(OC)=C2OC(C)=O,77.5,7,0,5,0.2,2.7162,86.222,334.105,7.95489,1198,41,120,142,10,5.58333
CC1CCC2=CC(N=NC3=C(C=CC=C3)C(O)=O)=C(CCC(C)=O)C=C2N1,157,5,2,6,0.206897,5.0684,104.427,365.174,7.30348,1918,41,138,159,9.25,5.94444
OC1=C(CC=C)C=C(Cl)C=C1,48,1,1,2,0.181818,2.7741,47.0178,168.034,8.40171,156,13,50,55,4.58333,2.61111
OCC1CCNCC1,59,2,2,1,0.125,-0.0217,32.6795,115.1,5.48094,64,7,34,36,2.61111,2
F\C(Cl)=C(\F)Cl,-130.5,0,0,0,0,2.5296,20.948,131.935,21.9891,29,4,22,21,4.22222,1.44444
IC1=C(I)C(I)=C(I)C=C1,136,0,0,0,0,4.105,77.31,581.634,48.4695,109,14,48,55,4.94444,2.25
CC(C)CC(C)O,-90,1,1,2,0.333333,1.4133,31.1358,102.104,4.86212,48,4,26,24,4.47222,1.66667
OC(=O)CSCCSCC(O)=O,110,4,2,7,0.636364,0.622,49.9216,210.002,9.54555,268,9,46,44,5.72222,2.91667
O=C(OC1=CC=CC=C1)C1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,197,4,0,4,0.153846,4.125,89.243,318.089,8.37077,1580,33,120,136,6.66667,5.38889
CN1N=CC2=C1N=CN=C2NCCOC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,299,11,1,7,0.233333,1.4486,94.827,387.093,9.44129,2346,43,144,168,10.1111,6.16667
CC(=O)OO,-0.3,3,1,0,0,0.0225,14.3948,76.016,8.44623,18,2,16,14,3.36111,1.33333
CCCCCCN(C)C(=O)COC(=O)C1=CC=CC=C1,100.5,3,0,8,0.4,2.8821,78.5035,277.168,6.44576,1014,24,88,95,7.44444,4.80556
CC1=CC(Cl)=CC=C1N=C=O,38,2,0,1,0.0909091,2.61572,43.9705,167.014,9.82434,158,13,50,55,4.58333,2.61111
CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,181.5,5,1,7,0.28,1.7029,93.323,354.161,7.08323,1404,37,120,140,9.47917,5.54167
CC(=O)N1C(=O)[C@H](C2=CC=CC=C12)[C@@]1(O)C(=O)N(C(C)=O)C2=CC=CC=C12,151.85,5,1,1,0.0333333,1.4442,95.8558,364.106,8.46758,1520,56,154,196,10.2847,5.77778
[O-][N+](=O)C1=C(NC(=O)C2=CC=CC=C2)C=CC=C1,96,3,1,3,0.157895,2.8471,67.4916,242.069,8.64533,626,25,88,100,6.05556,4.08333
CC1=CC=C(C=C1)N1C(=O)C2ON=C(C2C1=O)C(=O)C1=CC=CS1,160,6,0,3,0.111111,2.18362,88.1195,340.052,9.44588,1285,40,134,165,7.61111,5.16667
NNC(=S)NC1=CC=C(C=C1)C(F)(F)F,167,2,3,1,0.0666667,1.8655,54.9878,235.039,10.2191,402,19,72,79,6.89583,3.33333
CCC#N,-1,1,0,0,0,0.91998,15.904,55.0422,6.1158,10,1,10,8,2.5,1.25
CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O,115,3,1,3,0.176471,1.6357,66.2637,302.027,9.43833,450,32,86,104,9.22917,3.76389
CC1=NC(C)=C(S1)C=O,30,3,0,1,0.111111,1.57244,36.9755,141.025,8.81405,85,9,42,47,4.08333,2.11111
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C2CC2)=N1,161.9,8,3,8,0.258065,1.5649,103.329,421.106,8.77303,2455,43,150,173,10.4514,6.41667
CC1=CC=CC=C1S(Cl)(=O)=O,10,2,0,1,0.0909091,1.92252,44.2178,189.986,10.5548,144,14,54,60,5.28472,2.36111
CC1=CC=C2C=C3C=CC=CC3=CC2=C1,209,0,0,0,0,4.30142,66.191,192.094,7.11459,342,23,82,97,3.80556,3.22222
CCCCC1CO1,94,1,0,3,0.428571,1.5754,29.265,100.089,5.26783,51,4,30,32,2.36111,1.75
FC1=CC(=CC(F)=C1)C1=NNC=C1C=O,179.5,2,1,2,0.125,2.1674,49.3272,208.045,9.9069,353,20,76,88,5.30556,3.38889
OC(=O)CCCCCC(=O)C1=CC=CC=C1,85,2,1,7,0.4375,2.9044,61.4933,220.11,6.87844,551,17,70,74,5.83333,3.77778
NNC(=O)C(O)C1=CC=CC=C1,129.5,3,3,2,0.166667,-0.2901,43.7319,166.074,7.54883,202,15,54,60,4.83333,2.88889
COC1=CC2=CC(OC)=CC=C2C=C1,138,2,0,2,0.133333,2.857,57.052,188.084,7.23399,299,20,70,81,4.44444,3.27778
COC1=CC=C(C(C)=CC(O)=O)C(OC)=C1,149,3,1,4,0.25,2.1917,60.8328,222.089,7.40297,451,22,74,83,7.05556,3.80556
CCCC(=O)OCOC1=CC=CC=C1C(N)=O,57,4,1,6,0.352941,1.4651,61.4549,237.1,7.40938,596,21,76,83,6.69444,4.05556
COC1=CC(OC)=CC(N)=C1,55,3,1,2,0.181818,1.286,43.9584,153.079,6.95814,154,13,50,55,4.58333,2.66667
CC(=O)C1=C(O)C=CC2=C1OC(=O)C=C2,169,4,1,1,0.0625,1.7012,54.1533,204.042,8.8714,330,24,78,92,5.91667,3.27778
CCCCCCCCCCNCCCCCCCCCC,40,1,1,18,0.9,6.8574,98.0897,297.34,4.64593,1540,18,78,76,6.75,5.5
C1CCCCCC2OC2CCCC1,-7,1,0,0,0,3.6684,54.831,182.167,5.20477,258,14,62,69,2.97222,3.02778
CNC1=CC=C(O)C2=C1C(=O)C1=C(C2=O)C(NC)=CC=C1O,217,6,4,2,0.0833333,1.9566,82.172,298.095,8.28043,883,45,120,150,8.61111,4.94444
COC1=C(OC(C)=O)C2=C(C=C(C=C2)C#N)C(OC(C)=O)=C1OC,124.5,7,0,4,0.16,2.57928,84.385,329.09,8.4382,1198,41,120,142,10,5.58333
CC1=C(C=CC(=C1)[N+]([O-])=NC1=CC=CC=C1)N=NC1=CC=CC=C1,103,4,0,4,0.153846,6.33612,93.6144,316.132,7.90331,1572,33,120,136,6.66667,5.38889
O=C1NNC2=CC=CC=C12,250,1,2,0,0,0.8562,38.9194,134.048,8.378,106,12,52,61,2.83333,2.22222
OC(=O)C1=C(F)C(F)=CC(F)=C1F,151,1,1,1,0.0769231,1.9412,33.2333,193.999,12.9333,222,21,64,75,6.91667,2.88889
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)NC2=C(C=CC=C2)C(=O)N(C)C)=N1,157,8,3,7,0.233333,0.674,104.292,424.117,8.65544,2456,43,144,163,11.9514,6.5
[O-][N+](=NC1=C(C#N)N(N=C1)C1=CC=CC=C1)C1=C(C#N)N(N=C1)C1=CC=CC=C1,265,8,0,4,0.125,3.72706,101.933,380.113,9.27106,2352,46,152,182,8.25,6.61111
CCN(CC(O)=O)C(=O)OC(C)(C)C,88,3,1,3,0.230769,1.328,51.1168,203.116,6.55212,322,15,62,64,8.14583,3.15278
COC1=CC=C(I)C(OC)=C1,39,2,0,2,0.181818,2.3084,52.263,263.965,13.1982,154,14,50,56,4.58333,2.69444
CCOC(=O)C(C#N)C1=C(C=C(C(Cl)=C1)[N+]([O-])=O)[N+]([O-])=O,109,7,0,5,0.238095,2.32668,69.7478,313.01,10.7935,886,34,100,116,10.1389,4.91667
O=C1OC(=O)C2=CC3=C(C=CC=C3)C=C12,249,3,0,0,0,2.1504,53.694,198.032,9.43008,329,24,84,102,4.41667,3.19444
CN(C(=S)OC1=CC=C2CCCC2=C1)C1=CC=CC(C)=C1,94,2,0,2,0.0869565,4.28382,91.275,297.119,7.42797,993,30,110,128,6.52778,4.58333
N\C=N\O,114.5,2,2,0,0,-0.6374,14.4659,60.0324,7.50405,10,1,10,8,2.5,1.25
BrC1CC2=CC=CC=C2C1Br,32,0,0,0,0,3.4422,54.529,273.899,14.4158,138,15,58,69,3.69444,2.41667
OC(=O)C1=CC=CC=C1C(=O)C1=CC=C(Cl)C=C1,150,2,1,3,0.157895,3.2692,68.2858,260.024,9.63052,601,27,90,104,6.66667,4.02778
O=C1C2=CC=CC=C2C(C2=C1C=CC=C2)=C1C2=CC=CC=C2C(=O)C2=C1C=CC=C2,300,2,0,0,0,5.7828,117.651,384.115,8.35033,1987,62,174,219,7.33333,6.44444
CC1=CC(F)=CC=C1[N+]([O-])=O,20,2,0,1,0.0909091,2.04232,37.7914,155.038,9.1199,150,14,52,58,5.19444,2.47222
CC(S)C(=O)NCC(O)=O,96,3,3,3,0.333333,-0.4945,39.0935,163.03,8.58054,136,9,40,40,5.83333,2.36111
O=C1N2CCC3=CC=CC=C3C2CC2=CC=CC=C12,173,1,0,0,0,2.9823,74.0695,249.115,7.32692,624,35,108,133,4.52778,4.08333
NC1=CC2=C(NC(=N2)C(F)(F)F)C=C1,188,2,2,0,0,2.1639,45.5081,201.051,10.0526,287,19,76,88,5.75694,2.86111
CCC1=CC=C(I)C=C1,-17,0,0,1,0.111111,2.8536,48.537,231.975,12.8875,90,9,40,43,3.47222,2.16667
CN1C(=O)NC(C2=CC=CC=C2)C(C(=O)OCC2=CC=CC=C2)=C1C,118,3,1,4,0.148148,3.4001,94.4157,336.147,7.46994,1496,40,128,150,8.13889,5.58333
OCCN1C(=O)CCC1=O,60,3,1,2,0.2,-0.8723,33.0398,143.058,7.52938,117,11,46,52,4.33333,2.38889
CC(C)CCN(=O)=O,97,2,0,3,0.428571,1.3092,31.3164,117.079,6.16205,74,5,30,28,4.72222,1.91667
ClC1=NC=NC(Cl)=C1Br,79,2,0,0,0,2.5459,39.752,225.87,22.587,82,11,42,47,4.08333,2.05556
CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C5(Cl)C(Cl)(C2(Cl)C3(Cl)C5(Cl)Cl)C14Cl,91,4,1,6,0.171429,5.0827,123.55,629.762,14.6456,2242,91,212,316,16.0972,6.08333
COC1OC(COC(C)=O)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O,131,18,0,12,0.26087,-0.7475,140.24,650.206,7.8338,6586,70,220,250,20.1389,10.0556
C1CC2=CC=CC=C2O1,-0.5,1,0,0,0,1.6215,35.641,120.058,7.06221,79,9,46,53,1.97222,2.02778
CC1(C)C2CCC1(C)\C(C=C2O)=N\NC1=CC=CC=C1,188,3,2,2,0.0909091,4.3525,82.8235,270.173,6.4327,783,37,112,138,7.06944,4.21528
O=CCCC1=CC=CC=C1,47,1,0,3,0.3,1.8181,40.827,134.073,6.70366,133,9,42,44,3.11111,2.5
CCCCCCNC(=O)C1=CC(O)=C(O)C=C1,139.5,3,3,6,0.352941,2.4079,66.2468,237.136,6.58712,628,21,76,83,6.69444,4.05556
O=C1ON(C=C1C1=CC=CC=C1)C1=CC=CC=C1,175,3,0,2,0.1,3.0975,69.741,237.079,8.17514,614,25,94,110,4.55556,4
CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,110,1,1,3,0.157895,3.6808,67.8868,244.09,7.87387,626,27,90,104,6.66667,4.02778
NC(=O)C1=CC(=CC(F)=C1)C(F)(F)F,116,1,1,1,0.0714286,1.9434,39.9199,207.031,10.8964,288,19,70,78,7.25694,2.94444
NC1=C(Br)C=C(C=C1Br)C(F)(F)F,38,1,1,0,0,3.8126,51.2564,316.866,18.6392,230,19,66,75,7.00694,2.72222
OC(=O)C1C2=CC=CC=C2C2=CC=CC=C12,229,1,1,1,0.0555556,2.8835,61.3568,210.068,8.07954,378,27,88,108,4.66667,3.5
ClC1=CC=C(NC2=C(N=NC(=S)N2)C2=CC=CC=C2)C=C1,314.5,4,2,3,0.130435,4.59819,87.3874,314.039,9.81373,942,30,108,124,5.91667,4.63889
NC1=CC(=CC=C1)C1=CC=CC=C1,33,1,1,1,0.0714286,2.9358,56.2904,169.089,7.04538,246,16,64,72,3.58333,2.94444
OCC1OC(CC1F)N1C=CC(=O)NC1=O,186,5,2,2,0.117647,-0.8455,51.8315,230.07,8.52112,434,23,82,96,6.16667,3.58333
NC(=O)NN=CC(=O)C1=CC=C(C=C1)C(=O)C=NNC(N)=O,246,6,4,6,0.272727,-0.6398,77.5252,304.092,8.94388,1333,27,100,108,9.16667,5.05556
CCCCOC(=O)CC(C)=O,-35.6,3,0,5,0.5,1.3088,41.165,158.094,6.32377,192,9,42,41,5.47222,2.75
