SMILES,logS,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1,-4.92,2,2,1,0.0588235,3.8248,70.7228,252.022,9.69316,440,24,82,95,6.16667,3.5
CC(=O)CC1CCCCN1,-0.45,2,1,2,0.2,1.1076,40.9397,141.115,5.64461,126,9,44,46,3.72222,2.33333
OC1=CC=C(Cl)C=C1CC1=C(O)C=CC(Cl)=C1,-3.95,2,2,2,0.111111,3.9954,69.0396,268.006,9.92614,520,24,86,98,6.41667,3.72222
CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,-0.17,8,2,3,0.157895,-2.2131,63.3076,254.102,7.94067,568,31,94,114,7.88889,4.02778
C1C2=CC=CC=C2C2=C1C1=C(C=CC=C1)C=C2,-6.68,0,0,0,0,4.411,72.19,216.094,7.45151,461,29,98,121,3.41667,3.63889
CCCCCC(C)(C)O,-1.72,1,1,4,0.5,2.3376,40.4398,130.136,4.81984,104,6,36,34,5.0625,2.125
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O,-2.11,5,3,6,0.3,0.909,72.5667,322.012,10.0629,880,29,94,106,9.27778,4.61111
NC1=CC=C(N)C=C1,-0.38,2,2,0,0,0.851,35.2668,108.069,6.7543,62,7,36,38,3.22222,1.83333
CC1=C(O)N=C(S)N=C1,-2.45,4,2,0,0,0.77932,35.6858,142.02,9.46801,84,10,42,46,4.08333,2.02778
CCCC1CCCC1,-4.74,0,0,2,0.25,2.9767,36.866,112.125,4.67188,67,5,34,36,2.61111,2
ClCBr,-0.89,0,0,0,0,1.5776,19.647,127.903,25.5806,4,0,6,4,2.25,1
COC(=O)C=C,-0.22,2,0,1,0.2,0.3454,22.213,86.0368,7.16973,31,4,20,19,3.61111,1.66667
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,-6.51,0,0,3,0.157895,5.929,80.241,317.954,11.3555,581,27,90,104,6.66667,4.02778
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.43,2,0,1,0.0384615,4.7235,90.881,314.225,5.92877,1052,48,136,172,8.15278,4.75
CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.27,3,0,5,0.192308,2.9668,91.261,322.132,7.6698,1257,38,124,147,7.88889,5.36111
OC(CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=C(F)C=CC=C1,-3.37,4,1,4,0.166667,2.4924,75.8208,301.103,8.60293,973,34,116,137,6.86806,4.81944
OC1=CC=CC2=C1C=CC=N2,-2.54,2,1,0,0,1.9404,43.4078,145.053,8.05849,140,15,56,65,3.08333,2.47222
OC1(C(=O)NC(=O)NC1=O)C1(O)C(=O)NC(=O)NC1=O,-1.99,8,6,1,0.047619,-4.8194,53.2624,286.019,11.0007,680,43,110,138,9.79167,4.22917
CC1=CC=C(O)C(C)=C1,-1.19,1,1,0,0,2.00904,37.5808,122.073,6.4249,84,10,42,46,4.08333,2.02778
O=C1NS(=O)(=O)C2=CC=CC=C12,-1.64,3,1,0,0,0.1187,41.094,182.999,10.7646,170,18,66,79,4.64583,2.51389
C1=CC2=C(C=C1)N=C(C=C2)C1=NC2=C(C=CC=C2)C=C1,-5.4,2,0,1,0.0434783,4.45,82.48,256.1,8.00313,818,32,110,131,4.16667,4.33333
CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O,-4.84,2,2,0,0,3.6092,78.7306,272.178,6.18586,724,39,118,148,6.09028,4.15278
CCCC(C)(C)CO,-1.52,1,1,3,0.428571,1.805,35.7748,116.12,4.83834,67,7,32,32,4.8125,2
NC1=C(Cl)C(=NC(Cl)=C1Cl)C(O)=O,-2.75,3,2,1,0.0769231,2.3222,50.6387,239.926,14.9954,226,21,64,75,6.91667,2.88889
OC1=CC=CC=C1Cl,-1.06,1,1,0,0,2.0456,33.1168,128.003,9.84638,60,8,36,39,3.22222,1.86111
CCCCCNCCOC(=O)C1=CC=C(N)C=C1,-3.27,4,2,8,0.444444,2.2054,73.5316,250.168,6.2542,804,20,78,83,6.33333,4.36111
OC1=CC=CC(Cl)=C1,-0.7,1,1,0,0,2.0456,33.1168,128.003,9.84638,61,7,36,38,3.22222,1.83333
CCCCI,-2.96,0,0,2,0.5,2.2215,33.795,183.975,13.1411,20,2,14,12,2.75,1.5
C1=CC2=CC=CC3=C2C(=C1)C1=CC=CC2=C1C3=CC=C2,-8.8,0,0,0,0,5.7372,87.652,252.094,7.87793,654,41,120,152,3.88889,4.22222
CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,-3.54,1,1,2,0.133333,2.9035,63.2367,206.142,6.24672,408,19,70,77,6.80556,3.38889
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,-2.7,4,2,3,0.166667,1.4646,65.8999,249.057,8.8949,536,23,86,97,5.89583,3.70833
CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-2.98,1,0,3,0.157895,2.9067,73.421,239.131,6.83231,575,26,88,101,6.05556,4.11111
CC1=CC2=C(C=CC=C2)C=C1,-3.77,0,0,0,0,3.14822,48.685,142.078,6.76563,144,14,56,64,3.08333,2.44444
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,-4.07,2,1,0,0,3.8792,82.7168,288.209,5.88181,802,44,126,160,7.04167,4.30556
COC1=CC2=C(C=C1)N(C(=O)C=CC1=CC=CC=C1)C(C)=C2CC(O)=O,-5.54,4,1,5,0.178571,3.93902,100.669,349.131,7.75848,1691,41,134,158,9,5.83333
ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-6.29,1,0,0,0,4.4527,75.619,385.816,16.7746,450,45,122,171,8.21528,3.45833
C1COCCN1,1.06,2,1,0,0,-0.3938,23.6887,87.0684,5.80456,27,3,24,24,1.5,1.5
OC1=CC=C(C=C1)N(=O)=O,-0.74,3,1,1,0.1,1.3004,34.7612,139.027,9.26846,120,11,46,50,4.33333,2.27778
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,-3.28,4,2,0,0,1.1981,77.5766,285.136,7.12841,712,49,132,173,6.0625,4.29167
CC1CCCCC1,-3.85,0,0,0,0,2.5866,32.249,98.1096,4.67188,42,5,30,31,2.36111,1.66667
OC1=CC=C(Cl)C=C1,-0.7,1,1,0,0,2.0456,33.1168,128.003,9.84638,62,7,36,38,3.22222,1.83333
C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,-2.68,2,0,0,0,2.783,57.044,180.069,8.18494,271,22,76,91,2.94444,3.08333
CC1=CC=C(C=C1)C(O)=O,-2.6,1,1,1,0.1,1.69322,38.1383,136.052,7.55847,120,11,46,50,4.33333,2.27778
CCN(CC)C1=C(C(N)=C(C=C1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47,6,1,5,0.227273,2.9502,72.7262,322.089,9.20254,914,39,110,130,11.7014,4.94444
C1CCOCC1,-0.03,1,0,0,0,1.1869,24.67,86.0732,5.37957,27,3,24,24,1.5,1.5
CCN(CC)C(=O)C(C)OC1=CC=CC2=C1C=CC=C2,-3.57,2,0,5,0.238095,3.4755,81.966,271.157,6.61359,832,31,98,114,7.16667,4.69444
O=C1NCCN1C1=NC=C(S1)N(=O)=O,-3.22,5,1,2,0.133333,0.5809,49.5131,214.016,10.7008,302,17,72,84,5.05556,3.08333
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,-3.88,4,2,3,0.125,2.9722,81.9959,295.096,8.43131,1138,32,114,133,6.77778,4.91667
CCC(O)C(C)C,-0.7,1,1,2,0.333333,1.4133,31.1358,102.104,4.86212,46,6,26,26,4.47222,1.77778
CC(=O)CC(=O)C(C)(C)C,-1.63,2,0,2,0.222222,1.5807,39.76,142.099,5.92081,123,10,44,45,6.53472,2.16667
CC(=O)OCCN1CCN(CCCN2C3=CC(Cl)=CC=C3SC3=C2C=CC=C3)CC1,-4.7,6,0,7,0.212121,4.5135,123.153,445.159,7.67516,2862,46,156,181,8.5,6.61111
O=C1OC2=CC=CC=C2C=C1,-1.89,2,0,0,0,1.793,42.484,146.037,8.5904,144,14,56,64,3.08333,2.44444
CC1CO1,-0.59,1,0,0,0,0.4051,15.414,58.0419,5.80419,8,0,18,19,1.61111,0.916667
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,-2.86,7,2,5,0.227273,1.2576,79.7608,290.138,7.43943,946,33,104,121,8.02778,4.91667
OC(=O)COC1=CC=CC=C1Cl,-2.16,2,1,3,0.25,1.8034,44.5828,186.008,9.78991,213,13,54,58,4.83333,2.77778
O=CC1=CC2=C(OCO2)C=C1,-1.63,3,0,1,0.0833333,1.2278,37.9525,150.032,8.82539,147,13,56,65,3.08333,2.52778
CC(=O)C1=CC=C(N)C=C1,-1.61,2,1,1,0.1,1.4714,40.8589,135.068,7.10886,120,11,46,50,4.33333,2.27778
CC(C)C1=CC=C(C)C=C1,-3.77,0,0,1,0.1,3.11842,45.268,134.11,5.5879,120,11,46,50,4.33333,2.27778
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-10.41,0,0,1,0.0454545,9.2342,96.968,459.727,20.8967,800,42,112,138,10.4722,4.55556
O=C1CN=C(C2=CC=CC=C2)C2=CC(=CC=C2N1)N(=O)=O,-3.8,4,1,2,0.0869565,2.3843,78.6741,281.08,8.78375,857,36,110,129,6.52778,4.61111
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,-4.4,2,1,0,0,3.9591,82.7408,290.225,5.69068,802,44,126,160,7.04167,4.30556
C=CC#N,0.15,1,0,0,0,0.69598,15.81,53.0265,7.57522,10,1,10,8,2.5,1.25
OC1CCN2C(O)C3=CC=CC=C3N=C12,-2.07,4,2,0,0,0.7877,55.8266,204.09,7.55888,321,25,84,103,4.41667,3.22222
ClC1=CC(Cl)=C(Cl)C=C1C1=CC=CC=C1,-6.27,0,0,1,0.0625,5.3138,66.908,255.961,11.6346,354,22,76,88,5.30556,3.33333
O=C1OC(=NC2=CC=CC=C12)C1=CC=CC=C1,-4.61,3,0,1,0.0526316,2.855,65.715,223.063,8.57936,500,26,90,106,4.30556,3.75
C1CC2=CC=CC=C2C1,-3.04,0,0,0,0,2.1753,38.467,118.078,6.21464,79,9,46,53,1.97222,2.02778
NC(CC1=CNC2=C1C=CC=C2)C(O)=O,-1.23,2,3,3,0.1875,1.1223,57.6139,204.09,7.55888,369,20,76,88,5.30556,3.33333
NC(CC1=CNC=N1)C(O)=O,-0.53,3,3,3,0.272727,-0.6359,37.9029,155.069,7.75347,165,10,50,54,4.58333,2.52778
NC(=O)NO,1.12,2,3,0,0,-0.9561,14.5056,76.0273,8.44748,18,2,16,14,3.36111,1.33333
OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,-3.67,2,1,5,0.333333,3.237,58.8268,248.001,9.92003,434,17,68,73,6.19444,3.44444
O=C1CC2OCC=C3CN4CCC56C4CC3C2C5N1C1=C6C=CC=C1,-3.32,3,0,0,0,2.0925,93.409,334.168,7.10996,1096,63,164,218,5.28472,5.04167
CCS(=O)(=O)CC,0.04,2,0,2,0.333333,0.441,30.0018,122.04,7.17883,44,6,28,28,4.5625,1.75
COC1=CC=C(CC2NCC(O)C2OC(C)=O)C=C1,-1.61,5,2,4,0.2,0.5021,70.0495,265.131,6.97714,759,25,94,107,6.91667,4.30556
CN1CCCC1C1=CC=CN=C1,0.79,2,0,1,0.0769231,1.8483,48.842,162.116,6.23522,191,14,60,69,3.33333,2.72222
COC1=C(O)C=C(Cl)C(Cl)=C1,-2.53,2,1,1,0.0909091,2.7076,44.6788,191.974,11.2926,148,15,52,59,5.19444,2.55556
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,-5.27,2,0,1,0.0357143,5.2797,100.021,340.24,5.96913,1276,57,150,193,9.96528,5.10417
CC1=CC=C(Br)C=C1,-3.19,0,0,0,0,2.75752,38.879,169.973,11.3315,62,7,36,38,3.22222,1.83333
CCCCCCCCl,-3.99,0,0,5,0.714286,3.1956,39.479,134.086,5.82984,84,5,26,24,3.5,2.25
CC1=CC=C2C=C3C(C=CC4=C3C=CC=C4)=C3CCC1=C23,-7.92,0,0,0,0,5.55322,91.105,268.125,7.24663,804,41,126,159,4.75,4.38889
BrCCCBr,-2.08,0,0,2,0.5,2.1663,32.205,199.884,18.1712,20,2,14,12,2.75,1.5
CCCCCCCO,-1.81,1,1,5,0.714286,1.9491,35.8448,116.12,4.83834,84,5,26,24,3.5,2.25
CC1=CC=CC=C1S(N)(=O)=O,-2.02,2,1,1,0.0909091,0.64242,42.5522,171.035,8.55177,144,14,54,60,5.28472,2.36111
CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,-4.49,1,1,3,0.157895,3.6808,67.8868,244.09,7.87387,626,27,90,104,6.66667,4.02778
CC1CCCC(=O)C1,-1.87,1,0,0,0,1.7656,32.639,112.089,5.60444,61,7,36,38,3.22222,1.83333
OC1=C(C=O)C=CC=C1,-0.86,2,1,1,0.111111,1.2047,33.4943,122.037,8.13579,86,10,40,44,3.47222,2.19444
NC1=CC=CC=C1O,-0.72,2,2,0,0,0.9744,32.5192,109.053,7.27018,60,8,36,39,3.22222,1.86111
ClC1=CC=C(C=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,-7.66,0,0,1,0.0526316,7.274,81.938,357.844,16.2657,570,31,94,112,7.88889,3.91667
C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,-3.36,1,0,0,0,3.388,59.249,179.073,7.7858,271,22,76,91,2.94444,3.08333
CCCC1=CC(=O)NC(=S)N1,-2.15,2,2,2,0.181818,1.38499,46.2424,170.051,8.09768,158,12,50,54,4.58333,2.58333
CCCCCCCN,-1.85,1,1,5,0.714286,1.9155,37.8134,115.136,4.60544,84,5,26,24,3.5,2.25
NNC1=CC=CC=C1,0.07,2,2,1,0.125,0.9722,34.2521,108.069,6.7543,64,7,34,36,2.61111,2
CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.46,3,0,1,0.037037,4.45,92.264,330.219,6.11518,1250,48,140,175,8.40278,4.97222
CCCCCCBr,-3.81,0,0,4,0.666667,2.9616,37.936,164.02,8.201,56,4,22,20,3.25,2
CC(C)C1CCC(C)CC1=O,-2.49,1,0,1,0.0909091,2.6477,46.35,154.136,5.31503,150,14,52,58,5.19444,2.47222
IC1=C(I)C(I)=C(I)N1,-3.46,0,1,0,0,3.4331,71.6607,570.629,57.0629,80,11,44,51,4.69444,2
CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,-3.9,1,1,2,0.125,2.8254,66.5287,236.072,8.1404,482,21,74,82,7.05556,3.72222
CN(C)C(=O)OC1=CC(C)=NN1C1=CC=CC=C1,-2.09,4,0,2,0.105263,2.24112,68.012,245.116,7.42777,610,24,90,103,6.66667,4
